kepid,koi_smet,koi_smet_err1,koi_smet_err2,koi_smass,koi_smass_err1,koi_smass_err2
8890150,0.02,0.15,-0.15,0.526,0.035,-0.042
8890150,0.02,0.15,-0.15,0.526,0.035,-0.042
8838950,-1.3,0.3,-0.3,0.534,0.036,-0.022
11360805,0.14,0.15,-0.15,0.869,0.046,-0.041
9845898,-0.1,0.25,-0.3,1.191,0.164,-0.164
12453581,0.07,0.25,-0.3,0.856,0.048,-0.09
11922678,-0.28,0.25,-0.3,1.053,0.177,-0.103
11179076,0.16,0.15,-0.15,0.776,0.048,-0.028
5364071,-0.02,0.15,-0.15,0.541,0.037,-0.037
5959719,-0.12,0.15,-0.15,0.793,0.045,-0.045
5544903,0.07,0.25,-0.3,1.241,0.162,-0.18
5542983,-0.36,0.35,-0.25,1.058,0.176,-0.176
8256453,-0.78,0.3,-0.3,0.658,0.077,-0.033
9474493,-0.1,0.3,-0.3,0.918,0.083,-0.111
4551663,-0.24,0.3,-0.3,0.771,0.113,-0.061
12257999,0.56,0.05,-0.15,2.734,0.212,-0.593
6922203,-0.18,0.3,-0.3,0.976,0.145,-0.109
11752908,-0.34,0.3,-0.3,0.786,0.076,-0.084
7021681,-0.02,0.15,-0.15,0.531,0.034,-0.042
4346178,0.18,0.15,-0.1,0.888,0.061,-0.035
9664142,-0.1,0.3,-0.3,0.99,0.104,-0.127
10018233,0.16,0.15,-0.15,0.932,0.052,-0.047
8081899,-0.06,0.3,-0.3,0.914,0.073,-0.11
10189557,-0.56,0.35,-0.3,0.716,0.103,-0.037
8478994,-0.24,0.15,-0.15,0.829,0.044,-0.054
9965184,-0.1,0.3,-0.3,0.796,0.124,-0.057
9911882,-0.56,0.3,-0.3,0.816,0.078,-0.087
8631504,0.08,0.15,-0.15,0.785,0.035,-0.042
8110767,0.21,0.2,-0.3,1.038,0.1,-0.122
5471574,-0.34,0.35,-0.25,1.484,0.225,-0.338
6767840,-0.18,0.25,-0.3,1.008,0.153,-0.125
8379705,-0.18,0.3,-0.3,1.041,0.14,-0.14
9896018,0.16,0.15,-0.15,1.09,0.07,-0.078
11037511,0.07,0.25,-0.3,0.977,0.085,-0.113
9757613,-0.12,0.15,-0.15,0.537,0.037,-0.033
11818872,0,0.15,-0.15,0.874,0.055,-0.051
11771430,0.26,0.15,-0.15,1.161,0.081,-0.111
5513012,0.21,0.15,-0.15,0.942,0.043,-0.051
11761199,-0.34,0.3,-0.3,0.933,0.098,-0.109
8074805,0,0.15,-0.15,1.063,0.098,-0.08
2437505,0,0,0,1,,
2437505,,,,1,,
11253827,0.02,0.15,-0.15,0.918,0.063,-0.051
3533469,0.14,0.15,-0.15,0.893,0.06,-0.037
8956706,-0.12,0.33,-0.28,0.789,0.099,-0.08
7047363,-0.34,0.3,-0.3,0.821,0.076,-0.093
11968463,-0.04,0.25,-0.3,1.157,0.169,-0.169
11968463,-0.04,0.25,-0.3,1.157,0.169,-0.169
8836888,-0.18,0.3,-0.3,0.877,0.083,-0.102
9880190,0.16,0.15,-0.15,0.797,0.054,-0.03
5364071,-0.02,0.15,-0.15,0.541,0.037,-0.037
5392702,0.07,0.25,-0.3,0.937,0.072,-0.108
8429566,-0.34,0.3,-0.3,0.859,0.11,-0.08
10387742,0.06,0.15,-0.15,0.962,0.054,-0.068
7673841,-0.14,0.15,-0.15,0.91,0.078,-0.052
9827149,0.26,0.15,-0.3,1.102,0.109,-0.136
5546691,-0.4,0.3,-0.3,0.95,0.094,-0.13
12156347,-0.14,0.15,-0.15,0.599,0.03,-0.036
8636539,-0.2,0.25,-0.3,1.116,0.154,-0.154
9283156,-0.18,0.15,-0.15,0.837,0.056,-0.046
8547429,0.16,0.15,-0.15,1.03,0.068,-0.062
8803882,0.26,0.15,-0.15,1.309,0.12,-0.279
9893318,-0.16,0.25,-0.3,1.049,0.173,-0.129
6864885,-0.14,0.3,-0.3,0.988,0.122,-0.122
5097868,-0.4,0.3,-0.3,0.884,0.099,-0.099
8570333,0.36,0.1,-0.3,1.005,0.064,-0.11
8478994,-0.24,0.15,-0.15,0.829,0.044,-0.054
5036705,0.16,0.15,-0.15,1.23,0.088,-0.11
9574158,-0.14,0.3,-0.3,0.917,0.081,-0.112
9653622,-0.32,0.25,-0.35,1.032,0.159,-0.12
4391348,0,0.25,-0.3,1.166,0.169,-0.169
7294743,0.12,0.15,-0.15,1.164,0.121,-0.197
8947520,0.14,0.15,-0.15,0.989,0.039,-0.069
10468885,0.16,0.25,-0.3,0.896,0.051,-0.095
12016267,-0.1,0.24,-0.3,1.204,0.315,-0.186
6765135,-0.18,0.25,-0.35,1.07,0.144,-0.144
3861595,-0.16,0.2,-0.15,1.482,0.131,-0.261
5725087,-0.48,0.2,-0.25,1.789,0.079,-0.708
10489206,-0.06,0.15,-0.15,0.534,0.035,-0.042
3426367,0.07,0.15,-0.15,0.47,0.047,-0.057
5562090,-0.16,0.3,-0.3,0.758,0.098,-0.057
11548140,0.46,0.05,-0.15,0.465,0.032,-0.06
12110786,-0.08,0.25,-0.3,1.053,0.142,-0.129
5342061,-0.48,0.3,-0.3,0.814,0.096,-0.07
3654095,-0.12,0.3,-0.3,1.038,0.127,-0.141
5078939,0,0.25,-0.3,0.901,0.081,-0.099
6867555,0.07,0.25,-0.35,1.207,0.169,-0.169
5339567,0.1,0.15,-0.15,0.969,0.071,-0.05
4459924,-0.3,0.15,-0.1,0.717,0.056,-0.026
11080405,0.16,0.15,-0.15,0.797,0.059,-0.025
5529738,-0.08,0.25,-0.3,1.161,0.157,-0.157
4047631,0.04,0.15,-0.15,0.665,0.04,-0.025
10059645,0,0.3,-0.3,0.724,0.078,-0.052
5364071,-0.02,0.15,-0.15,0.541,0.037,-0.037
7183745,0.14,0.15,-0.15,0.791,0.058,-0.025
8212002,0.28,0.15,-0.15,1.244,0.077,-0.094
8004903,-0.04,0.25,-0.3,1.022,0.145,-0.13
8883329,-0.04,0.15,-0.15,1.098,0.113,-0.075
8883329,-0.04,0.15,-0.15,1.098,0.113,-0.075
3644653,0.07,0.25,-0.3,1.028,0.1,-0.125
11253827,0.02,0.15,-0.15,0.918,0.063,-0.051
5514383,0.2,0.15,-0.15,1.19,0.042,-0.072
10747445,0,0.25,-0.3,0.984,0.102,-0.125
8022489,0.04,0.15,-0.15,1.032,0.107,-0.097
8022489,0.04,0.15,-0.15,1.032,0.107,-0.097
8022489,0.04,0.15,-0.15,1.032,0.107,-0.097
9209624,-0.38,0.15,-0.15,0.824,0.071,-0.036
9209624,-0.38,0.15,-0.15,0.824,0.071,-0.036
3354846,-0.08,0.3,-0.3,0.928,0.091,-0.112
6516185,-0.16,0.3,-0.3,0.902,0.112,-0.092
8478994,-0.32,0.07,-0.07,0.803,0.068,-0.068
3946023,-0.4,0.35,-0.25,0.95,0.158,-0.11
7183745,0.14,0.15,-0.15,0.791,0.058,-0.025
9177629,0,0.15,-0.15,0.756,0.042,-0.034
7778767,0.16,0.15,-0.15,0.926,0.062,-0.043
7515762,0.14,0.15,-0.15,1.072,0.107,-0.071
5942949,-0.1,0.3,-0.3,0.709,0.08,-0.058
12120307,-0.14,0.25,-0.3,1.141,0.169,-0.152
12120307,-0.14,0.25,-0.3,1.141,0.169,-0.152
12120307,-0.14,0.25,-0.3,1.141,0.169,-0.152
7446631,-0.02,0.25,-0.3,1.069,0.145,-0.145
9777251,-0.16,0.3,-0.3,0.903,0.134,-0.089
6864893,-0.44,0.3,-0.3,0.769,0.084,-0.069
11701407,-0.06,0.3,-0.3,0.787,0.112,-0.06
5906426,-0.06,0.3,-0.3,0.817,0.113,-0.078
11288051,-0.44,0.15,-0.15,0.715,0.031,-0.052
10813132,-0.16,0.3,-0.3,0.864,0.114,-0.076
5857540,0.16,0.25,-0.3,0.805,0.085,-0.056
12208631,0.16,0.15,-0.15,0.915,0.061,-0.042
7289317,0.16,0.15,-0.15,0.932,0.054,-0.049
6500206,0.18,0.15,-0.15,0.852,0.06,-0.033
5545815,-0.52,0.3,-0.3,0.852,0.117,-0.072
3116302,-0.1,0.22,-0.3,1.049,0.219,-0.117
7879433,-0.22,0.15,-0.15,0.611,0.033,-0.033
9205907,-0.28,0.3,-0.3,0.967,0.118,-0.129
8463346,0.02,0.15,-0.15,0.734,0.033,-0.037
5364071,-0.02,0.15,-0.15,0.541,0.037,-0.037
10489206,-0.06,0.15,-0.15,0.534,0.035,-0.042
7531677,0.16,0.15,-0.15,1.08,0.093,-0.07
10068659,0.16,0.15,-0.15,0.941,0.059,-0.049
2443393,0.1,0.15,-0.15,1.284,0.102,-0.125
9019191,-0.1,0.3,-0.3,0.787,0.049,-0.09
9718379,-0.42,0.3,-0.3,0.964,0.135,-0.111
3002478,-0.04,0.25,-0.3,1.047,0.129,-0.142
4055774,-0.16,0.3,-0.3,0.907,0.095,-0.104
6670075,0.07,0.25,-0.55,2.018,0.357,-0.436
9395024,0.14,0.15,-0.15,0.975,0.076,-0.055
8631751,-0.42,0.15,-0.1,0.247,0.067,-0.045
11401822,-0.22,0.3,-0.3,0.833,0.102,-0.083
6507427,0.07,0.25,-0.3,1.111,0.12,-0.147
5521300,-0.06,0.25,-0.35,1.1,0.141,-0.141
8478994,,,,,,
9753154,-0.42,0.3,-0.25,1.23,0.189,-0.189
9011825,0.36,0.1,-0.15,1.104,0.115,-0.086
4172746,0.08,0.25,-0.3,0.769,0.061,-0.068
5174858,0.24,0.2,-0.3,0.927,0.046,-0.093
11074835,-0.08,0.15,-0.1,1.066,0.22,-0.118
1996180,-0.06,0.15,-0.15,1.066,0.109,-0.073
10407221,-0.28,0.3,-0.3,0.652,0.08,-0.046
5991936,0.21,0.15,-0.45,2.053,0.464,-0.319
5095635,0.1,0.15,-0.15,0.925,0.072,-0.039
6269070,-0.08,0.25,-0.3,1.436,0.197,-0.366
6705137,-0.2,0.3,-0.3,0.93,0.109,-0.109
12254688,-0.5,0.3,-0.25,1.562,0.242,-0.323
8345172,-0.02,0.3,-0.3,0.875,0.06,-0.095
4172013,0.14,0.15,-0.15,1.17,0.081,-0.089
12254378,0,0.25,-0.35,1.114,0.151,-0.151
4247791,0.06,0.25,-0.3,1.09,0.163,-0.148
7604328,-0.2,0.3,-0.3,0.795,0.125,-0.062
11236244,-0.32,0.3,-0.3,0.634,0.077,-0.045
9837685,-0.06,0.3,-0.3,0.923,0.091,-0.112
5042210,0.04,0.15,-0.15,1.187,0.133,-0.147
12454461,0.36,0.1,-0.2,1.251,0.061,-0.084
1996180,-0.06,0.15,-0.15,1.066,0.109,-0.073
9635606,0.16,0.15,-0.15,0.765,0.051,-0.028
3728701,-0.14,0.3,-0.3,1.005,0.167,-0.112
10861715,-0.38,0.28,-0.28,0.935,0.094,-0.112
1849702,0,0.15,-0.15,0.8,0.038,-0.048
9390653,-0.14,0.15,-0.15,0.396,0.048,-0.072
2305866,-0.08,0.25,-0.3,1.502,0.211,-0.362
11187837,0.06,0.15,-0.15,0.529,0.035,-0.043
8885673,-0.02,0.3,-0.3,0.742,0.083,-0.055
9712350,0.07,0.25,-0.3,0.924,0.066,-0.099
8025596,-0.06,0.25,-0.35,1.045,0.129,-0.142
5956787,-0.44,0.3,-0.3,0.639,0.078,-0.042
3642741,0.16,0.2,-0.3,1.006,0.09,-0.12
12071037,-0.66,0.3,-0.3,0.767,0.1,-0.046
8494617,-0.1,0.15,-0.15,0.97,0.071,-0.064
10289119,0.06,0.15,-0.15,1.464,0.132,-0.309
7382313,0.16,0.15,-0.15,0.957,0.054,-0.054
9887224,0.02,0.25,-0.3,0.781,0.096,-0.055
7542369,-0.68,0.3,-0.3,0.919,0.106,-0.096
8544992,-0.32,0.3,-0.3,0.626,0.068,-0.05
8544992,-0.32,0.3,-0.3,0.626,0.068,-0.05
11295426,0.06,0.15,-0.15,0.997,0.08,-0.066
7289162,-0.18,0.25,-0.3,1.021,0.173,-0.115
3001885,0.32,0.15,-0.3,0.78,0.05,-0.055
12306058,0,0.15,-0.15,1.136,0.17,-0.153
6183511,0.07,0.15,-0.15,0.385,0.055,-0.076
12469800,0.14,0.15,-0.15,0.782,0.059,-0.025
4915638,-0.18,0.3,-0.3,0.857,0.078,-0.104
6351097,-0.26,0.3,-0.3,0.875,0.109,-0.082
8081905,0.21,0.2,-0.3,1.079,0.112,-0.137
11465950,-0.24,0.3,-0.3,0.9,0.088,-0.107
9996632,0.07,0.25,-0.3,1.122,0.147,-0.147
4665571,0.16,0.15,-0.15,0.765,0.051,-0.028
4829935,-0.06,0.25,-0.3,1.143,0.157,-0.157
9269042,-0.56,0.35,-0.3,0.688,0.082,-0.044
6199056,0.36,0.1,-0.15,2.214,0.197,-0.423
11461433,0.18,0.15,-0.15,0.815,0.053,-0.028
11818607,-0.04,0.25,-0.3,1.03,0.127,-0.14
8380709,-0.14,0.25,-0.35,1.045,0.126,-0.14
6149910,0.14,0.15,-0.15,0.774,0.048,-0.028
9108085,0.16,0.15,-0.15,1.014,0.072,-0.058
5436013,0.12,0.15,-0.15,0.823,0.064,-0.032
8676148,0.12,0.2,-0.3,1.038,0.11,-0.122
9696358,0.16,0.15,-0.1,1.429,0.09,-0.167
5039129,-0.1,0.25,-0.3,1.126,0.159,-0.145
4484336,-0.54,0.3,-0.3,0.873,0.108,-0.081
9580167,-0.04,0.15,-0.1,0.984,0.587,-0.065
9757613,-0.12,0.15,-0.15,0.537,0.037,-0.033
10527135,0.02,0.25,-0.3,0.896,0.081,-0.09
11752906,0.48,0.05,-0.15,0.581,0.029,-0.029
10916600,0.26,0.15,-0.2,1.23,0.087,-0.073
8429314,0.14,0.15,-0.15,1.021,0.081,-0.059
9153570,-0.1,0.3,-0.3,0.918,0.081,-0.102
11768142,-0.04,0.15,-0.15,0.426,0.047,-0.076
7984574,-0.32,0.3,-0.3,0.92,0.097,-0.108
9592579,0.07,0.25,-0.3,1.132,0.135,-0.166
10336951,-0.56,0.3,-0.3,0.592,0.067,-0.038
8481129,0.32,0.1,-0.3,0.836,0.036,-0.067
2142522,0.22,0.15,-0.15,1.194,0.077,-0.094
9395719,0.21,0.2,-0.35,1.193,0.132,-0.182
8753896,0.16,0.15,-0.15,0.813,0.056,-0.03
8240617,-0.4,0.34,-0.26,0.804,0.12,-0.069
8746295,-0.02,0.25,-0.3,0.982,0.102,-0.114
10090257,-0.04,0.3,-0.3,0.724,0.05,-0.068
11295426,0.06,0.15,-0.15,0.997,0.08,-0.066
10679583,-0.38,0.35,-0.3,0.805,0.076,-0.084
11622985,-0.16,0.3,-0.3,0.999,0.119,-0.132
11361283,-0.02,0.3,-0.3,0.797,0.055,-0.083
8757824,0.14,0.15,-0.15,1.162,0.073,-0.089
9832208,0.16,0.15,-0.15,0.785,0.053,-0.028
6124512,0.08,0.15,-0.15,1.365,0.146,-0.341
10070468,0.16,0.15,-0.15,1.068,0.098,-0.071
10031656,-0.14,0.3,-0.3,0.965,0.111,-0.123
7584650,0.21,0.15,-0.15,1.097,0.045,-0.076
11337566,0.18,0.15,-0.15,1.443,0.138,-0.185
6364215,-0.08,0.3,-0.3,0.974,0.113,-0.113
10202759,-0.28,0.3,-0.3,1.48,0.205,-0.251
5007345,-0.26,0.15,-0.15,1.243,0.13,-0.241
12120484,0.14,0.15,-0.15,1.122,0.079,-0.088
6429812,0.21,0.15,-0.15,1.026,0.037,-0.081
6846911,0.06,0.25,-0.3,1.057,0.152,-0.124
5385439,-0.1,0.3,-0.3,0.816,0.119,-0.06
5963582,0.02,0.15,-0.15,1.02,0.133,-0.089
4476423,0.42,0.162,-0.162,1.616,0.256,-0.256
11403389,-0.02,0.3,-0.3,0.998,0.114,-0.125
9851662,-0.46,0.35,-0.3,0.734,0.117,-0.042
6467363,-0.48,0.3,-0.3,0.781,0.104,-0.056
6467363,-0.48,0.3,-0.3,0.781,0.104,-0.056
8758204,0.12,0.15,-0.15,0.812,0.061,-0.031
8733898,-0.14,0.15,-0.15,0.328,0.053,-0.043
8733898,-0.14,0.15,-0.15,0.328,0.053,-0.043
3228945,-0.02,0.25,-0.3,1.085,0.166,-0.135
7008149,-0.34,0.35,-0.3,0.698,0.1,-0.05
10332213,0.07,0.25,-0.3,0.977,0.085,-0.113
7090524,0.14,0.15,-0.1,0.92,0.066,-0.039
11133306,0,0.15,-0.15,1.034,0.083,-0.068
6307063,0,0.15,-0.15,1.001,0.074,-0.067
5871985,-0.2,0.3,-0.3,0.659,0.063,-0.063
8292840,-0.16,0.1,-0.1,1.059,0.087,-0.047
9730163,0.26,0.15,-0.1,0.153,0.092,-0.023
9730163,0.26,0.15,-0.1,0.153,0.092,-0.023
11453592,0.1,0.15,-0.15,0.415,0.052,-0.078
3834322,0,0.3,-0.3,0.766,0.053,-0.07
10073672,-0.16,0.15,-0.15,0.583,0.029,-0.038
11188249,-0.04,0.25,-0.3,1.291,0.172,-0.258
4677282,-0.4,0.4,-0.3,1.789,0.13,-0.486
5097470,0.24,0.15,-0.15,0.998,0.062,-0.056
4858610,0.12,0.25,-0.3,0.938,0.083,-0.092
10591855,0.36,0.1,-0.2,0.731,0.018,-0.038
4832175,-0.2,0.3,-0.3,0.654,0.063,-0.063
7749773,0.26,0.15,-0.15,1.068,0.093,-0.076
9451706,0.32,0.1,-0.1,1.225,0.055,-0.04
10064256,0.36,0.1,-0.3,1.012,0.064,-0.11
6842807,-0.1,0.3,-0.3,0.825,0.087,-0.078
4381282,-1.06,0.3,-0.3,0.624,0.059,-0.023
9815053,-0.12,0.3,-0.3,0.839,0.078,-0.085
7609553,-0.02,0.3,-0.25,0.76,0.095,-0.055
10122538,0.21,0.15,-0.15,0.605,0.025,-0.034
10122538,0.21,0.15,-0.15,0.605,0.025,-0.034
9697131,0.06,0.15,-0.15,1.374,0.076,-0.131
5480640,0.14,0.15,-0.1,0.902,0.065,-0.033
5480640,0.14,0.15,-0.1,0.902,0.065,-0.033
5480640,0.14,0.15,-0.1,0.902,0.065,-0.033
5175986,0.07,0.25,-0.3,0.793,0.042,-0.077
9008737,-0.04,0.25,-0.26,0.952,0.081,-0.095
9008737,-0.04,0.25,-0.26,0.952,0.081,-0.095
9692128,-0.28,0.3,-0.3,0.936,0.132,-0.108
10917043,-0.2,0.3,-0.3,0.646,0.062,-0.062
6521045,0.1,0.15,-0.15,1.05,0.126,-0.068
8167959,-0.14,0.3,-0.26,0.958,0.174,-0.1
4075015,-0.18,0.3,-0.3,0.939,0.1,-0.11
6697605,0.14,0.15,-0.15,0.877,0.064,-0.037
6697605,0.14,0.15,-0.15,0.877,0.064,-0.037
6294819,-0.02,0.25,-0.3,1.049,0.14,-0.14
12602314,0.18,0.15,-0.15,0.804,0.05,-0.029
5787131,-0.08,0.25,-0.3,1.096,0.141,-0.155
3230753,0.12,0.25,-0.3,0.914,0.066,-0.088
8358012,0.02,0.25,-0.3,0.92,0.065,-0.101
4664046,-0.4,0.3,-0.3,0.793,0.076,-0.084
11401755,-0.2,0.05,-0.1,1.009,0.036,-0.036
4180401,0.42,0.05,-0.3,0.958,0.046,-0.101
6350476,-0.02,0.3,-0.3,0.796,0.109,-0.062
8292840,-0.16,0.1,-0.1,1.059,0.087,-0.047
5272233,0,0.15,-0.15,1.004,0.082,-0.067
5272233,0,0.15,-0.15,1.004,0.082,-0.067
11456382,0.04,0.25,-0.3,1.273,0.182,-0.222
3130548,-0.22,0.3,-0.3,0.877,0.12,-0.08
9593757,0,0,0,1,,
6346809,-0.32,0.3,-0.3,0.819,0.115,-0.062
4275117,-0.36,0.3,-0.3,0.971,0.115,-0.128
6545051,-0.06,0.3,-0.3,0.862,0.07,-0.093
5513866,0,0,0,1,,
4547603,0.12,0.15,-0.15,0.902,0.068,-0.039
5688910,0.02,0.25,-0.3,1.048,0.16,-0.12
6345732,0.1,0.15,-0.15,1.084,0.085,-0.077
5716763,-0.62,0.35,-0.2,0.881,0.13,-0.074
6345732,0.1,0.15,-0.15,1.084,0.085,-0.077
8611257,-0.16,0.15,-0.15,0.798,0.028,-0.066
3861611,-0.2,0.3,-0.3,0.993,0.121,-0.121
12416987,-0.2,0.3,-0.3,0.65,0.063,-0.063
8259713,-0.36,0.25,-0.3,1.048,0.156,-0.128
10880507,0.14,0.15,-0.15,0.92,0.058,-0.044
11098013,0.3,0.1,-0.2,1.329,0.092,-0.084
5443604,-0.22,0.3,-0.3,0.759,0.06,-0.083
12206313,-0.04,0.15,-0.15,1.077,0.102,-0.074
12206313,-0.04,0.15,-0.15,1.077,0.102,-0.074
9837661,0.21,0.15,-0.15,0.513,0.036,-0.054
7769819,-0.08,0.3,-0.3,0.83,0.118,-0.069
11874577,-0.5,0.3,-0.3,0.95,0.095,-0.116
12164564,-0.16,0.25,-0.35,1.072,0.144,-0.144
8190354,-0.52,0.35,-0.25,0.965,0.164,-0.11
3425851,-0.06,0.1,-0.1,1.175,0.058,-0.065
10397751,-0.68,0.3,-0.3,0.68,0.086,-0.034
10397751,-0.68,0.3,-0.3,0.68,0.086,-0.034
10397751,-0.68,0.3,-0.3,0.68,0.086,-0.034
7815931,-0.12,0.3,-0.3,1.018,0.153,-0.126
6679295,0.26,0.15,-0.15,0.545,0.024,-0.041
9642292,-0.2,0.3,-0.3,0.978,0.119,-0.131
6356692,0,0.15,-0.15,0.897,0.075,-0.038
6026737,0,0.15,-0.15,1.016,0.101,-0.07
4991208,-0.18,0.15,-0.15,0.85,0.06,-0.043
8243283,-0.14,0.3,-0.3,0.921,0.123,-0.089
9837661,0.21,0.15,-0.15,0.513,0.036,-0.054
9837661,0.21,0.15,-0.15,0.513,0.036,-0.054
9092504,-0.3,0.3,-0.3,0.897,0.088,-0.107
5383248,0.04,0.15,-0.15,0.951,0.067,-0.061
9092504,-0.3,0.3,-0.3,0.897,0.088,-0.107
10001368,-0.08,0.25,-0.3,1.069,0.181,-0.131
9466429,-0.32,0.25,-0.3,1.235,0.189,-0.189
4365442,-0.58,0.35,-0.3,1.223,0.212,-0.259
8885643,-0.4,0.3,-0.3,0.982,0.123,-0.123
5652893,-0.18,0.15,-0.15,0.763,0.053,-0.037
3241557,-0.34,0.3,-0.3,0.949,0.117,-0.117
3957082,-0.04,0.3,-0.35,2.072,0.098,-0.522
8681833,0.07,0.25,-0.35,1.072,0.11,-0.152
4138951,-0.16,0.25,-0.3,1.129,0.15,-0.15
3102384,0.34,0.1,-0.15,1.067,0.039,-0.055
10471515,0.14,0.15,-0.15,1.126,0.08,-0.089
4935172,-0.02,0.25,-0.3,1.109,0.151,-0.151
8760040,0.14,0.15,-0.15,1.117,0.077,-0.077
8760040,0.14,0.15,-0.15,1.117,0.077,-0.077
10098844,0,0.15,-0.15,1.042,0.086,-0.07
9467404,-0.04,0.15,-0.15,1.075,0.108,-0.09
5308666,-0.22,0.2,-0.25,1.772,0.077,-0.658
5184911,0.32,0.15,-0.3,0.796,0.051,-0.051
8176564,-0.16,0.2,-0.15,1.029,0.088,-0.066
6587105,0.16,0.15,-0.15,0.933,0.062,-0.048
11662184,0.16,0.15,-0.15,1.079,0.065,-0.072
11127479,0.18,0.15,-0.15,1.168,0.043,-0.108
5428668,-0.16,0.3,-0.3,0.999,0.132,-0.132
5041569,0.07,0.25,-0.3,1.188,0.17,-0.17
10604521,0.21,0.15,-0.3,1.181,0.136,-0.151
9899181,-0.06,0.15,-0.15,0.8,0.029,-0.062
9899181,-0.06,0.15,-0.15,0.8,0.029,-0.062
8884274,-0.16,0.3,-0.3,0.913,0.083,-0.115
7767162,0.16,0.15,-0.2,1.279,0.091,-0.114
4861791,-0.06,0.3,-0.3,0.994,0.116,-0.116
4385148,-0.2,0.3,-0.3,0.928,0.1,-0.11
4385148,-0.2,0.3,-0.3,0.928,0.1,-0.11
9838468,0,0.15,-0.15,0.954,0.079,-0.057
6781548,0.07,0.25,-0.3,1.06,0.124,-0.138
8617363,-0.1,0.25,-0.3,0.961,0.092,-0.127
11401755,-0.2,0.05,-0.1,1.009,0.036,-0.036
7673192,-0.12,0.15,-0.15,1.015,0.085,-0.068
7673192,-0.12,0.15,-0.15,1.015,0.085,-0.068
7673192,-0.12,0.15,-0.15,1.015,0.085,-0.068
7673192,-0.12,0.15,-0.15,1.015,0.085,-0.068
11807274,0,0.1,-0.05,1.187,0.08,-0.062
7670943,0.1,0.1,-0.15,1.3,0.059,-0.072
6697756,-0.34,0.35,-0.3,0.6,0.065,-0.047
5649833,-0.16,0.25,-0.3,1.181,0.162,-0.146
10518399,-0.22,0.3,-0.25,0.842,0.122,-0.071
5905822,-0.06,0.15,-0.15,1.081,0.113,-0.083
10793172,0.16,0.15,-0.15,0.941,0.062,-0.048
10793172,0.16,0.15,-0.15,0.941,0.062,-0.048
7136729,-0.44,0.35,-0.3,0.722,0.107,-0.046
6364276,-0.06,0.3,-0.3,0.619,0.059,-0.059
4367854,-0.28,0.3,-0.3,0.708,0.1,-0.05
5108946,0.07,0.25,-0.3,1.18,0.145,-0.159
8801316,-0.06,0.15,-0.1,1.465,0.182,-0.223
10597693,-0.24,0.25,-0.3,1.083,0.143,-0.143
7466270,-1.06,0.3,-0.3,0.528,0.04,-0.033
10876237,-0.26,0.3,-0.3,1.229,0.218,-0.218
12314973,0.22,0.15,-0.2,1.305,0.053,-0.093
3346154,0.12,0.25,-0.3,1.02,0.111,-0.122
5308387,-0.18,0.25,-0.3,1.277,0.172,-0.214
6233573,-0.42,0.35,-0.25,1.236,0.166,-0.386
10363281,-0.2,0.3,-0.25,1.519,0.192,-0.357
4861527,-0.32,0.25,-0.3,1.047,0.146,-0.133
5775129,0.16,0.15,-0.15,1.094,0.073,-0.073
9898447,0.24,0.15,-0.15,1.022,0.043,-0.074
5307568,0.16,0.2,-0.3,1.07,0.122,-0.136
11135308,-0.28,0.25,-0.3,1.017,0.148,-0.111
2985587,-0.08,0.25,-0.3,1.122,0.181,-0.131
6521045,0.1,0.15,-0.15,1.05,0.126,-0.068
8077137,-0.1,0.1,-0.1,1.092,0.078,-0.05
7019524,-0.06,0.25,-0.3,1.011,0.127,-0.127
5106313,0.14,0.15,-0.15,0.795,0.06,-0.026
9825174,-0.18,0.3,-0.3,0.87,0.104,-0.085
5642620,-0.3,0.3,-0.3,0.645,0.062,-0.062
8429415,-0.5,0.3,-0.3,1.103,0.192,-0.157
5014903,-0.08,0.3,-0.3,0.946,0.114,-0.102
5980783,-0.28,0.3,-0.3,0.864,0.097,-0.088
8873090,-0.14,0.2,-0.15,1.401,0.15,-0.244
8560804,0.2,0.15,-0.1,1.311,0.12,-0.173
12008872,-0.2,0.25,-0.3,1.001,0.166,-0.111
8415200,0.16,0.15,-0.15,0.963,0.073,-0.053
4072333,0,0.25,-0.3,0.965,0.083,-0.115
9886361,0.24,0.15,-0.15,1.282,0.091,-0.114
9886361,0.24,0.15,-0.15,1.282,0.091,-0.114
3730335,0.08,0.25,-0.3,1.209,0.181,-0.222
6528464,-0.1,0.1,-0.1,0.911,0.055,-0.026
7428316,-0.3,0.25,-0.35,0.979,0.107,-0.131
10275766,0.21,0.2,-0.35,1.273,0.151,-0.184
10275766,0.21,0.15,-0.39,1.281,0.226,-0.242
6370120,0.2,0.2,-0.3,0.723,0.037,-0.059
5642620,-0.3,0.3,-0.3,0.645,0.062,-0.062
5209845,-0.06,0.3,-0.3,0.648,0.064,-0.057
9652649,-0.32,0.3,-0.3,0.827,0.106,-0.071
11100670,-0.56,0.3,-0.3,0.788,0.081,-0.081
6129524,-0.06,0.3,-0.3,0.871,0.069,-0.103
5794570,0.02,0.15,-0.15,0.983,0.056,-0.07
5794570,0.02,0.15,-0.15,0.983,0.056,-0.07
5649325,-0.12,0.3,-0.25,1.239,0.166,-0.285
9958387,0.34,0.1,-0.15,1.08,0.149,-0.149
6779260,-0.02,0.15,-0.15,0.878,0.043,-0.059
11807274,0,0.1,-0.05,1.187,0.08,-0.062
